0, 389,157,210,2,"247;1;" 
6, 352,228,120,2,"7;5;" 
7, 341,236,142,3,"214;8;6;" 
15, 445,241,-2,2,"16;14;" 
18, 482,254,10,4,"35;178;19;17;" 
19, 493,247,-32,3,"35;20;18;" 
33, 621,113,-40,2,"34;32;" 
34, 635,113,0,1,"33;" 
35, 493,260,86,3,"18;36;19;" 
43, 575,328,48,2,"44;42;" 
49, 618,396,58,4,"52;51;50;48;" 
50, 631,397,8,1,"49;" 
51, 610,407,128,3,"54;52;49;" 
52, 623,407,-4,3,"53;49;51;" 
53, 636,408,8,1,"52;" 
60, 519,407,180,3,"213;61;59;" 
61, 508,415,142,4,"212;213;62;60;" 
71, 508,545,90,3,"82;72;70;" 
72, 513,557,66,3,"82;73;71;" 
81, 630,558,4,1,"80;" 
82, 500,558,174,3,"71;83;72;" 
93, 357,558,180,3,"179;94;92;" 
94, 344,558,176,3,"179;95;93;" 
97, 305,558,178,3,"115;98;96;" 
98, 293,563,156,3,"115;99;97;" 
102, 245,587,162,2,"103;101;" 
113, 102,616,162,2,"114;112;" 
114, 95,627,122,1,"113;" 
115, 293,550,268,3,"97;116;98;" 
117, 277,528,226,2,"118;116;" 
129, 158,421,236,2,"130;128;" 
132, 149,383,264,2,"133;131;" 
135, 157,345,292,2,"136;134;" 
138, 177,311,304,3,"156;139;137;" 
139, 178,298,276,3,"156;140;138;" 
148, 63,263,188,2,"149;147;" 
150, 37,264,172,2,"151;149;" 
152, 17,281,134,2,"153;151;" 
154, 1,302,132,2,"155;153;" 
155, -12,303,174,1,"154;" 
156, 191,300,370,3,"138;157;139;" 
167, 334,316,356,2,"168;166;" 
177, 459,271,330,2,"178;176;" 
178, 470,264,326,2,"18;177;" 
179, 353,545,250,3,"180;94;93;" 
189, 353,415,266,3,"199;190;188;" 
190, 342,407,216,4,"200;199;191;189;" 
198, 238,407,180,1,"197;" 
199, 355,407,360,4,"189;202;200;190;" 
200, 353,394,260,3,"201;190;199;" 
201, 353,381,266,1,"200;" 
212, 498,407,360,3,"61;213;211;" 
213, 511,407,360,3,"61;60;212;" 
224, 198,244,184,2,"225;223;" 
228, 149,224,214,2,"229;227;" 
231, 124,194,236,2,"232;230;" 
237, 105,117,258,2,"238;236;" 
245, 1,113,184,2,"246;244;" 
246, -12,113,176,1,"245;" 
259, 473,7,298,2,"260;258;" 
260, 474,-6,278,1,"259;" 
